CATEGORY,SUBCATEGORY,Week number,Month number,Week day,QUANTITY,BONUSES_SPENT,COST (without bonuses),BONUSES_RECIVE
2,2,21,6,Fri,46.0,732.94,3107.45,77.69
2,2,21,6,Sat,63.0,1226.3,5323.33,133.08
2,2,21,6,Sun,79.0,1508.92,6186.83,154.67
2,2,21,6,Thu,41.0,836.24005,3484.9202,87.12
2,2,22,6,Fri,61.0,1185.8,5089.37,127.23
2,2,22,6,Mon,47.0,952.64,4108.69,102.72
2,2,22,6,Sat,64.0,1215.7001,4960.25,124.01
2,2,22,6,Sun,68.0,1411.86,6011.46,150.29
2,2,22,6,Thu,43.0,923.21,3675.08,91.88
2,2,22,6,Tue,40.0,1130.0701,4438.4,110.96
2,2,22,6,Wed,58.0,1218.76,5249.48,131.24
2,2,23,6,Fri,70.0,1339.06,5629.8003,140.75
2,2,23,6,Mon,54.0,1282.99,4904.98,122.62
2,2,23,6,Sat,54.0,1108.18,4413.65,110.34
2,2,23,6,Sun,57.0,1326.48,5700.33,142.51
2,2,23,6,Thu,61.0,1234.63,5150.41,128.76
2,2,23,6,Tue,55.0,1099.1901,4397.92,109.95
2,2,23,6,Wed,58.0,1205.79,5018.8403,125.47
2,2,24,6,Fri,74.0,1232.88,5165.67,129.14
2,2,24,6,Mon,49.0,1022.19,4572.8203,114.32
2,2,24,6,Sat,77.0,1430.47,6063.88,151.60
2,2,24,6,Sun,65.0,1224.67,5316.69,132.92
2,2,24,6,Thu,62.0,1296.2101,5187.5703,129.69
2,2,24,6,Tue,62.0,1150.79,5000.2603,125.01
2,2,24,6,Wed,62.0,1139.0701,4907.83,122.70
2,2,25,6,Fri,62.0,1117.98,4673.87,116.85
2,2,25,6,Mon,39.0,815.29004,3598.78,89.97
2,2,25,6,Thu,56.0,1058.0,4429.7803,110.74
2,2,25,6,Tue,57.0,1019.05005,4278.29,106.96
2,2,25,6,Wed,49.0,1021.57,4155.81,103.90
2,65,21,6,Fri,8.0,115.56,579.0,14.48
2,65,21,6,Sat,15.0,14.080002,1236.0,30.90
2,65,21,6,Sun,9.0,8.150002,725.11,18.13
2,65,21,6,Thu,13.0,66.0,1144.4,28.61
2,65,22,6,Fri,13.0,149.48001,1114.92,27.87
2,65,22,6,Mon,12.0,-144.13,878.83,21.97
2,65,22,6,Sat,12.0,4.249996,1122.53,28.06
2,65,22,6,Sun,16.0,-35.630005,1122.53,28.06
2,65,22,6,Thu,8.0,112.22,586.94,14.67
2,65,22,6,Tue,13.0,183.06,1106.98,27.67
2,65,22,6,Wed,7.0,-37.48,343.24,8.58
2,65,23,6,Fri,10.0,16.660004,776.46,19.41
2,65,23,6,Mon,12.0,-54.730003,1003.07,25.08
2,65,23,6,Sat,20.0,127.24,1471.76,36.79
2,65,23,6,Sun,15.0,2.180008,1028.1,25.70
2,65,23,6,Thu,14.0,-6.700001,1293.34,32.33
2,65,23,6,Tue,5.0,-51.959995,408.52,10.21
2,65,23,6,Wed,12.0,-84.97,878.83,21.97
2,65,24,6,Fri,16.0,68.22,1482.86,37.07
2,65,24,6,Mon,6.0,-45.28001,827.48,20.69
2,65,24,6,Sat,12.0,-3.7499924,703.57,17.59
2,65,24,6,Sun,13.0,-63.1,900.7,22.52
2,65,24,6,Thu,13.0,69.39,1114.59,27.86
2,65,24,6,Tue,19.0,-10.23,1498.41,37.46
2,65,24,6,Wed,14.0,-45.090004,878.82996,21.97
2,65,25,6,Fri,22.0,-90.18001,1633.42,40.84
2,65,25,6,Mon,10.0,131.32,768.52,19.21
2,65,25,6,Thu,16.0,109.41,1187.81,29.70
2,65,25,6,Tue,17.0,66.0,1144.4,28.61
2,65,25,6,Wed,22.0,-64.59,1563.69,39.09
3,3,21,6,Sat,1.0,5.789978,534.0,13.35
3,3,21,6,Sun,3.0,41.650085,1583.02,39.58
3,3,22,6,Fri,1.0,10.720032,524.51,13.11
3,3,22,6,Mon,1.0,10.720032,524.51,13.11
3,3,22,6,Sat,1.0,10.720032,524.51,13.11
3,3,22,6,Sun,1.0,10.720032,524.51,13.11
3,3,22,6,Tue,4.0,42.51001,2126.51,53.16
3,3,22,6,Wed,1.0,10.720032,524.51,13.11
3,3,23,6,Fri,2.0,2.0899658,1058.51,26.46
3,3,23,6,Mon,2.0,21.440063,1049.02,26.23
3,3,23,6,Sat,1.0,20.210022,534.0,13.35
3,3,23,6,Tue,1.0,10.720032,524.51,13.11
3,3,23,6,Wed,3.0,41.650085,1583.02,39.58
3,3,24,6,Fri,4.0,37.950073,2107.53,52.69
3,3,24,6,Sat,1.0,20.210022,534.0,13.35
3,3,24,6,Sun,2.0,21.440063,1049.02,26.23
3,3,24,6,Thu,1.0,10.720032,524.51,13.11
3,3,24,6,Tue,2.0,7.0200195,1049.02,26.23
3,3,24,6,Wed,2.0,21.440063,1049.02,26.23
3,3,25,6,Fri,1.0,20.210022,534.0,13.35
3,3,25,6,Thu,3.0,3.3200073,1573.53,39.34
3,3,25,6,Tue,1.0,10.720032,524.51,13.11
3,3,25,6,Wed,1.0,10.720032,524.51,13.11
3,119,21,6,Fri,2.0,36.160034,2261.1602,56.53
3,119,21,6,Sun,2.0,105.08008,2469.74,61.74
3,119,22,6,Fri,1.0,1.7800293,1114.28,27.86
3,119,22,6,Mon,1.0,-129.69995,1146.88,28.67
3,119,22,6,Sat,1.0,384.9801,3649.22,91.23
3,119,22,6,Sun,2.0,-70.8999,2293.76,57.34
3,119,22,6,Tue,2.0,-160.5199,2228.56,55.71
3,119,22,6,Wed,2.0,-324.59985,2228.56,55.71
3,119,23,6,Fri,3.0,380.64,3857.7998,96.44
3,119,23,6,Sat,1.0,-162.29993,1114.28,27.86
3,119,23,6,Sun,3.0,175.62012,5877.7803,146.94
3,119,23,6,Thu,2.0,267.38,1355.46,33.89
3,119,23,6,Wed,3.0,-36.519897,3440.6401,86.02
3,119,24,6,Fri,2.0,85.00012,2261.1602,56.53
3,119,24,6,Mon,1.0,26.200073,1114.28,27.86
3,119,24,6,Sun,2.0,269.16003,2469.74,61.74
3,119,24,6,Thu,2.0,27.980103,2228.56,55.71
3,119,24,6,Tue,2.0,113.26001,2502.3398,62.56
3,119,24,6,Wed,3.0,512.12,3825.2,95.63
3,119,25,6,Fri,2.0,27.980103,2228.56,55.71
3,119,25,6,Mon,3.0,295.3601,3584.02,89.60
3,119,25,6,Thu,1.0,1.7800293,1114.28,27.86
3,119,25,6,Tue,1.0,58.80005,1146.88,28.67
3,119,25,6,Wed,2.0,326.18005,2502.3398,62.56
3,448,21,6,Fri,3.0,395.06,3604.53,90.11
3,448,21,6,Sat,5.0,277.56,5534.0303,138.35
3,448,21,6,Sun,2.0,321.81,2284.6401,57.12
3,448,21,6,Thu,5.0,865.63,5889.17,147.23
3,448,22,6,Fri,9.0,836.88,10019.01,250.48
3,448,22,6,Mon,6.0,477.14,5584.85,139.62
3,448,22,6,Sat,5.0,44.5,5449.73,136.24
3,448,22,6,Sun,2.0,88.880005,2284.6401,57.12
3,448,22,6,Thu,5.0,475.28003,4569.2803,114.23
3,448,22,6,Tue,4.0,438.10004,4383.34,109.58
3,448,22,6,Wed,1.0,543.82,3604.53,90.11
3,448,23,6,Fri,4.0,880.38,4806.04,120.15
3,448,23,6,Mon,2.0,772.80005,4569.2803,114.23
3,448,23,6,Sat,3.0,171.94,3232.65,80.82
3,448,23,6,Sun,3.0,138.83997,2166.26,54.16
3,448,23,6,Thu,4.0,289.34003,4383.34,109.58
3,448,23,6,Tue,1.0,1.8599854,1015.57,25.39
3,448,23,6,Wed,3.0,191.51996,3232.6501,80.82
3,448,24,6,Fri,1.0,506.64,3418.59,85.46
3,448,24,6,Mon,2.0,-12.890015,2098.7,52.47
3,448,24,6,Sat,2.0,173.04999,2284.6401,57.12
3,448,24,6,Sun,6.0,411.57,6617.16,165.43
3,448,24,6,Thu,3.0,53.559998,3114.27,77.86
3,448,24,6,Tue,7.0,683.41,7734.37,193.36
3,448,24,6,Wed,4.0,177.76001,4569.2803,114.23
3,448,25,6,Fri,5.0,496.71997,5584.85,139.62
3,448,25,6,Mon,2.0,68.31,2031.14,50.78
3,448,25,6,Thu,2.0,119.26001,2166.26,54.16
3,448,25,6,Tue,3.0,121.119995,3181.83,79.55
3,448,25,6,Wed,4.0,35.840027,4129.84,103.25
3,851,21,6,Sat,1.0,20.809998,689.2,17.23
3,851,21,6,Sun,1.0,20.809998,689.2,17.23
3,851,22,6,Wed,1.0,24.730042,689.2,17.23
3,851,23,6,Fri,3.0,87.200134,2080.61,52.02
3,851,23,6,Sat,1.0,33.820007,702.21,17.56
3,851,23,6,Tue,1.0,37.74005,702.21,17.56
3,851,23,6,Wed,1.0,24.730042,689.2,17.23
3,851,24,6,Thu,2.0,75.4801,1404.42,35.11
3,851,24,6,Tue,1.0,37.74005,702.21,17.56
3,851,24,6,Wed,2.0,45.54004,1378.4,34.46
3,851,25,6,Fri,1.0,24.730042,689.2,17.23
3,851,25,6,Mon,1.0,37.74005,702.21,17.56
3,851,25,6,Wed,1.0,24.730042,689.2,17.23
4,4,21,6,Fri,7.0,145.65,707.83,17.70
4,4,21,6,Sat,14.0,201.88998,1128.23,28.21
4,4,21,6,Sun,14.0,186.3,941.12,23.53
4,4,21,6,Thu,10.0,111.24999,733.07,18.33
