CATEGORY,SUBCATEGORY,Week number,Month number,Week day,QUANTITY,BONUSES_SPENT,COST (without bonuses),BONUSES_RECIVE
2,2,30,8,Fri,62.0,2672.9302,14377.86,359.45
2,2,30,8,Sat,62.0,2871.2603,13299.57,332.49
2,2,30,8,Sun,61.0,1319.4901,11613.55,290.34
2,2,30,8,Thu,53.0,1132.0402,10515.76,262.89
2,2,30,8,Tue,59.0,1169.2001,10539.16,263.48
2,2,30,8,Wed,57.0,1250.3301,12159.811,304.00
2,2,31,8,Fri,88.0,-2702.67,11895.36,297.38
2,2,31,8,Mon,44.0,961.02014,9568.65,239.22
2,2,31,8,Sat,80.0,2028.8701,15552.23,388.81
2,2,31,8,Sun,73.0,2150.84,13238.101,330.95
2,2,31,8,Thu,66.0,3318.9502,13919.44,347.99
2,2,31,8,Tue,53.0,-302.77988,9411.54,235.29
2,2,31,8,Wed,56.0,1600.6501,12671.9,316.80
2,2,32,8,Fri,54.0,2813.9902,15539.65,388.49
2,2,32,8,Mon,54.0,77.31012,11594.05,289.85
2,2,32,8,Sat,83.0,1506.2402,15213.29,380.33
2,2,32,8,Sun,70.0,2564.36,13230.3,330.76
2,2,32,8,Thu,69.0,2710.58,16510.6,412.76
2,2,32,8,Tue,60.0,884.7402,12795.28,319.88
2,2,32,8,Wed,54.0,-1258.4299,9060.9,226.52
2,2,33,8,Fri,79.0,385.15018,14551.45,363.79
2,2,33,8,Mon,48.0,-913.8199,10308.0,257.70
2,2,33,8,Sat,86.0,3312.0503,16572.51,414.31
2,2,33,8,Sun,80.0,-99.73984,13680.92,342.02
2,2,33,8,Thu,69.0,356.00018,12553.3,313.83
2,2,33,8,Tue,171.0,2401.5903,18162.45,454.06
2,2,33,8,Wed,59.0,2459.8,13295.67,332.39
2,2,34,8,Mon,48.0,316.05017,10134.85,253.37
2,2,34,8,Thu,45.0,1499.0701,10196.32,254.91
2,2,34,8,Tue,78.0,3888.6501,16460.39,411.51
2,2,34,8,Wed,71.0,897.3801,11705.73,292.64
2,65,30,8,Fri,24.0,250.75995,2030.6,50.76
2,65,30,8,Sat,30.0,240.80997,2180.98,54.52
2,65,30,8,Sun,19.0,44.569946,1497.0,37.43
2,65,30,8,Thu,21.0,353.15997,1937.47,48.44
2,65,30,8,Tue,12.0,192.00998,1389.57,34.74
2,65,30,8,Wed,27.0,262.41995,2231.16,55.78
2,65,31,8,Fri,24.0,199.04997,1532.8,38.32
2,65,31,8,Mon,20.0,164.14996,1715.46,42.89
2,65,31,8,Sat,23.0,298.73996,2012.7,50.32
2,65,31,8,Sun,22.0,217.35997,1597.28,39.93
2,65,31,8,Thu,21.0,165.76996,1804.99,45.12
2,65,31,8,Tue,14.0,204.27998,1267.76,31.69
2,65,31,8,Wed,16.0,108.829956,1572.23,39.31
2,65,32,8,Fri,27.0,146.54996,1880.22,47.01
2,65,32,8,Mon,16.0,115.269966,1514.9,37.87
2,65,32,8,Sat,31.0,268.95996,2231.16,55.78
2,65,32,8,Sun,23.0,213.74995,1622.33,40.56
2,65,32,8,Thu,22.0,201.57997,1812.14,45.30
2,65,32,8,Tue,27.0,226.61996,2030.6,50.76
2,65,32,8,Wed,35.0,190.70996,2130.88,53.27
2,65,33,8,Fri,19.0,238.99997,1772.71,44.32
2,65,33,8,Mon,23.0,111.359955,1522.05,38.05
2,65,33,8,Sat,31.0,435.03998,2496.1199,62.40
2,65,33,8,Sun,29.0,269.25995,2084.3,52.11
2,65,33,8,Thu,23.0,339.04996,2241.91,56.05
2,65,33,8,Tue,42.0,384.83997,2059.17,51.48
2,65,33,8,Wed,24.0,295.52997,1958.89,48.97
2,65,34,8,Mon,20.0,114.65996,1507.75,37.69
2,65,34,8,Thu,19.0,220.38998,1690.33,42.26
2,65,34,8,Tue,17.0,93.15996,1486.25,37.16
2,65,34,8,Wed,21.0,207.50995,1640.23,41.01
3,3,30,8,Fri,1.0,18.400024,552.4,13.81
3,3,30,8,Sat,1.0,16.860046,552.4,13.81
3,3,30,8,Tue,1.0,16.860046,552.4,13.81
3,3,31,8,Fri,1.0,-58.919983,556.25,13.91
3,3,31,8,Mon,2.0,-42.059937,1108.65,27.72
3,3,31,8,Sat,2.0,196.18,1265.72,31.64
3,3,31,8,Thu,1.0,18.400024,552.4,13.81
3,3,31,8,Tue,1.0,22.25,556.25,13.91
3,3,31,8,Wed,3.0,40.650024,1108.65,27.72
3,3,32,8,Mon,1.0,97.32001,632.86,15.82
3,3,32,8,Sun,1.0,-62.76996,552.4,13.81
3,3,32,8,Thu,4.0,2.4400635,2221.15,55.53
3,3,32,8,Tue,2.0,-42.059937,1108.65,27.72
3,3,32,8,Wed,2.0,-42.059937,1108.65,27.72
3,3,33,8,Mon,1.0,98.859985,632.86,15.82
3,3,33,8,Sat,0.0,35.26007,1104.8,27.62
3,3,33,8,Sun,1.0,16.860046,552.4,13.81
3,3,33,8,Wed,3.0,36.090027,1185.26,29.63
3,3,34,8,Mon,2.0,-44.369934,1104.8,27.62
3,3,34,8,Thu,2.0,-40.51996,1108.65,27.72
3,3,34,8,Wed,5.0,92.18005,3007.23,75.18
3,119,30,8,Fri,3.0,106.44995,3810.45,95.26
3,119,30,8,Sat,2.0,625.3801,2835.26,70.88
3,119,30,8,Sun,-1.0,87.859985,1207.48,30.19
3,119,30,8,Thu,5.0,207.6499,5970.98,149.27
3,119,30,8,Tue,1.0,298.01,1417.63,35.44
3,119,30,8,Wed,2.0,182.94006,2392.8198,59.82
3,119,31,8,Fri,2.0,430.79004,2835.26,70.88
3,119,31,8,Sat,4.0,613.7301,5228.08,130.70
3,119,31,8,Sun,2.0,610.7001,2835.26,70.88
3,119,31,8,Thu,1.0,-114.19006,1185.34,29.63
3,119,31,8,Tue,5.0,251.92993,6015.26,150.38
3,119,31,8,Wed,2.0,-4.1900635,2414.96,60.37
3,119,32,8,Mon,3.0,308.5,3832.5898,95.81
3,119,32,8,Sat,3.0,182.94006,2392.8198,59.82
3,119,32,8,Sun,3.0,256.12,3600.2998,90.01
3,119,32,8,Thu,3.0,503.0901,3832.5898,95.81
3,119,32,8,Tue,2.0,194.30994,5017.9297,125.45
3,119,32,8,Wed,3.0,91.7699,3810.45,95.26
3,119,33,8,Mon,3.0,286.36,3810.45,95.26
3,119,33,8,Sat,2.0,131.43994,2370.68,59.27
3,119,33,8,Sun,1.0,87.859985,1207.48,30.19
3,119,33,8,Thu,7.0,52.909912,8385.939,209.65
3,119,33,8,Tue,3.0,-140.52014,3578.16,89.45
3,119,33,8,Wed,1.0,312.69006,1417.63,35.44
3,119,34,8,Mon,3.0,94.79993,6203.27,155.08
3,119,34,8,Thu,1.0,118.099976,1417.63,35.44
3,119,34,8,Tue,2.0,385.87,2625.1099,65.63
3,119,34,8,Wed,3.0,286.36,3810.45,95.26
3,448,30,8,Fri,3.0,327.38,3375.8901,84.40
3,448,30,8,Sat,3.0,176.22992,3321.46,83.04
3,448,30,8,Sun,1.0,123.77002,1146.38,28.66
3,448,30,8,Thu,6.0,510.3498,6660.5596,166.51
3,448,30,8,Tue,4.0,227.08997,4404.59,110.11
3,448,30,8,Wed,7.0,457.99982,6651.7397,166.29
3,448,31,8,Fri,4.0,245.56989,4413.41,110.34
3,448,31,8,Mon,1.0,78.99994,1091.95,27.30
3,448,31,8,Sat,8.0,518.51984,7734.87,193.37
3,448,31,8,Sun,3.0,219.75995,3321.46,83.04
3,448,31,8,Thu,6.0,299.5999,4404.59,110.11
3,448,31,8,Tue,3.0,272.94995,3321.46,83.04
3,448,31,8,Wed,1.0,69.339966,1091.95,27.30
3,448,32,8,Fri,5.0,262.55988,5496.54,137.41
3,448,32,8,Mon,3.0,185.04987,3330.2798,83.26
3,448,32,8,Sat,3.0,201.28003,3312.6401,82.82
3,448,32,8,Sun,5.0,485.37988,5559.79,138.99
3,448,32,8,Thu,2.0,257.2,2292.76,57.32
3,448,32,8,Tue,4.0,405.53992,4476.66,111.92
3,448,32,8,Wed,6.0,483.88995,6634.1,165.85
3,448,33,8,Fri,3.0,238.23987,3330.2798,83.26
3,448,33,8,Mon,4.0,460.81,4522.27,113.06
3,448,33,8,Sat,6.0,538.32,6688.5303,167.21
3,448,33,8,Sun,4.0,351.9499,4413.41,110.34
3,448,33,8,Thu,2.0,149.17993,2175.08,54.38
3,448,33,8,Tue,8.0,757.2399,10018.81,250.47
3,448,33,8,Wed,5.0,421.68988,5568.61,139.22
3,448,34,8,Mon,4.0,469.62994,4531.09,113.28
3,448,34,8,Thu,4.0,289.93994,4404.59,110.11
3,448,34,8,Tue,4.0,260.56,4341.34,108.53
3,448,34,8,Wed,3.0,292.66992,3384.71,84.62
3,851,30,8,Fri,1.0,18.909973,640.61,16.02
3,851,30,8,Sat,3.0,49.859985,1904.9299,47.62
3,851,30,8,Sun,1.0,18.909973,640.61,16.02
3,851,30,8,Tue,1.0,18.909973,640.61,16.02
3,851,31,8,Fri,1.0,18.909973,640.61,16.02
3,851,31,8,Mon,2.0,47.849976,1281.22,32.03
3,851,31,8,Sat,1.0,28.940002,640.61,16.02
3,851,31,8,Sun,2.0,47.849976,1281.22,32.03
3,851,31,8,Thu,3.0,32.960022,1888.03,47.20
3,851,31,8,Wed,1.0,18.909973,640.61,16.02
3,851,32,8,Fri,3.0,32.960022,1888.03,47.20
3,851,32,8,Thu,1.0,18.909973,640.61,16.02
3,851,32,8,Tue,1.0,12.040039,623.71,15.59
3,851,32,8,Wed,2.0,47.849976,1281.22,32.03
3,851,33,8,Fri,1.0,28.940002,640.61,16.02
3,851,33,8,Mon,1.0,28.940002,640.61,16.02
3,851,33,8,Thu,2.0,30.950012,1264.3201,31.61
3,851,34,8,Thu,1.0,18.909973,640.61,16.02
3,851,34,8,Tue,1.0,12.040039,623.71,15.59
3,851,34,8,Wed,1.0,28.940002,640.61,16.02
4,4,30,8,Fri,5.0,119.78999,552.02,13.80
4,4,30,8,Sat,6.0,138.40999,560.45996,14.01
4,4,30,8,Sun,4.0,80.8,337.34,8.43
4,4,30,8,Thu,8.0,152.27,594.68,14.87
4,4,30,8,Tue,9.0,123.84,779.36,19.48
4,4,30,8,Wed,8.0,75.84,480.46,12.01
4,4,31,8,Fri,8.0,188.64,792.02,19.80
4,4,31,8,Mon,4.0,18.879997,294.68,7.37
4,4,31,8,Sat,19.0,264.68,1325.9199,33.15
4,4,31,8,Sun,13.0,270.53,1083.58,27.09
4,4,31,8,Thu,15.0,213.0,992.8,24.82
4,4,31,8,Tue,11.0,116.17001,897.8,22.44
4,4,31,8,Wed,10.0,175.73,870.14,21.75
4,4,32,8,Fri,14.0,146.70999,897.8,22.44
4,4,32,8,Mon,9.0,110.009995,680.14,17.00
4,4,32,8,Sat,12.0,155.83,878.57996,21.96
4,4,32,8,Sun,8.0,146.88,674.68,16.87
4,4,32,8,Thu,6.0,251.16,1016.24,25.41
4,4,32,8,Tue,9.0,116.97,983.26,24.58
4,4,32,8,Wed,5.0,176.64,670.45996,16.76
4,4,33,8,Fri,13.0,194.84,822.02,20.55
4,4,33,8,Mon,4.0,109.5,484.68,12.12
4,4,33,8,Sat,24.0,370.02,1515.9199,37.90
4,4,33,8,Sun,11.0,180.34999,1002.48,25.06
4,4,33,8,Thu,11.0,231.69,1087.8,27.20
4,4,33,8,Tue,7.0,104.049995,684.36,17.11
4,4,33,8,Wed,8.0,104.22,632.02,15.80
4,4,34,8,Mon,8.0,147.45,579.68,14.49
4,4,34,8,Thu,7.0,109.5,484.68,12.12
4,4,34,8,Tue,11.0,99.939995,918.26,22.96
4,4,34,8,Wed,7.0,137.48,508.12,12.70
5,5,30,8,Fri,6.0,648.1,1568.08,39.20
5,5,30,8,Sat,7.0,1007.69,2209.6,55.24
5,5,30,8,Sun,2.0,831.81,2355.3699,58.88
5,5,30,8,Thu,5.0,574.8,1453.99,36.35
5,5,30,8,Tue,0.0,316.94998,860.77997,21.52
5,5,30,8,Wed,5.0,1132.3,2729.3198,68.23
5,5,31,8,Fri,8.0,911.62,2428.8599,60.72
5,5,31,8,Mon,6.0,840.63,1868.54,46.71
5,5,31,8,Sat,4.0,482.62,1194.13,29.85
5,5,31,8,Sun,5.0,615.4,1494.59,37.36
5,5,31,8,Thu,8.0,1326.66,2689.93,67.25
5,5,31,8,Tue,6.0,780.88,1868.54,46.71
5,5,31,8,Wed,4.0,549.60004,1308.22,32.71
5,5,32,8,Fri,6.0,407.08997,1380.5,34.51
5,5,32,8,Mon,10.0,1119.74,2583.55,64.59
5,5,32,8,Sat,3.0,488.28998,1461.7,36.54
5,5,32,8,Sun,10.0,1512.22,3257.96,81.45
5,5,32,8,Thu,8.0,752.45996,2054.91,51.37
5,5,32,8,Tue,8.0,599.80994,1640.3599,41.01
5,5,32,8,Wed,9.0,1229.03,3062.67,76.57
5,5,33,8,Fri,5.0,675.14996,1494.59,37.36
5,5,33,8,Mon,5.0,421.76996,1120.6399,28.02
5,5,33,8,Sat,5.0,635.46,1568.08,39.20
5,5,33,8,Sun,2.0,673.11,1754.45,43.86
5,5,33,8,Thu,9.0,1221.65,2470.67,61.77
5,5,33,8,Tue,3.0,316.94998,860.77997,21.52
5,5,33,8,Wed,7.0,954.26,2209.6,55.24
5,5,34,8,Mon,5.0,628.23,1453.99,36.35
5,5,34,8,Thu,4.0,555.92004,1308.22,32.71
5,5,34,8,Tue,10.0,1089.66,2948.5798,73.71
5,5,34,8,Wed,4.0,660.27997,1795.0499,44.88
6,6,30,8,Fri,11.0,1973.6099,10222.58,255.56
6,6,30,8,Sat,27.0,4710.4194,24163.4,604.09
6,6,30,8,Sun,18.0,3449.7798,16816.44,420.41
6,6,30,8,Thu,24.0,4282.84,21462.459,536.56
6,6,30,8,Tue,14.0,2611.1497,13037.6,325.94
6,6,30,8,Wed,32.0,5547.2397,27924.219,698.11
6,6,31,8,Fri,12.0,2110.49,11152.54,278.81
6,6,31,8,Mon,13.0,2434.9397,12114.18,302.85
6,6,31,8,Sat,12.0,2296.9497,11228.9795,280.72
6,6,31,8,Sun,14.0,2524.6196,13015.22,325.38
6,6,31,8,Thu,13.0,2434.2498,12114.18,302.85
6,6,31,8,Tue,17.0,2989.1396,14924.84,373.12
6,6,31,8,Wed,17.0,2893.6797,14877.319,371.93
6,6,32,8,Fri,15.0,2719.5896,13924.9795,348.12
6,6,32,8,Mon,15.0,2568.2598,13041.96,326.05
6,6,32,8,Sat,29.0,4904.8,24246.379,606.16
6,6,32,8,Sun,11.0,1931.1798,9321.54,233.04
6,6,32,8,Thu,18.0,3080.9998,15828.06,395.70
6,6,32,8,Tue,19.0,3445.6396,17654.7,441.37
6,6,32,8,Wed,16.0,2683.9697,13078.0,326.95
6,6,33,8,Fri,7.0,1245.7,6506.52,162.66
6,6,33,8,Mon,11.0,2546.2498,13003.74,325.09
6,6,33,8,Sat,13.0,2263.73,11226.8,280.67
6,6,33,8,Sun,19.0,3284.3096,16699.6,417.49
6,6,33,8,Thu,32.0,5834.449,29786.9,744.67
6,6,33,8,Tue,14.0,2417.6099,12096.16,302.40
6,6,33,8,Wed,20.0,3647.7898,18602.68,465.07
6,6,34,8,Mon,21.0,3594.1196,18661.1,466.53
6,6,34,8,Thu,12.0,2220.5098,11152.54,278.81
6,6,34,8,Tue,15.0,2959.5898,14927.02,373.18
6,6,34,8,Wed,17.0,3017.5896,15796.38,394.91
6,14,30,8,Fri,15.0,2342.29,11000.101,275.00
6,14,30,8,Sat,23.0,4054.6602,18266.3,456.66
6,14,30,8,Sun,9.0,1529.3098,7976.64,199.42
6,14,30,8,Thu,17.0,2467.1099,11676.45,291.91
6,14,30,8,Tue,18.0,2726.76,12420.98,310.52
6,14,30,8,Wed,24.0,4105.89,17832.65,445.82
6,14,31,8,Fri,23.0,3473.01,16163.36,404.08
6,14,31,8,Mon,13.0,1994.5598,10808.45,270.21
6,14,31,8,Sat,20.0,3101.27,13951.141,348.78
6,14,31,8,Sun,15.0,2050.05,9593.41,239.84
6,14,31,8,Thu,8.0,1292.48,5936.17,148.40
6,14,31,8,Tue,21.0,3560.94,16106.601,402.67
