CATEGORY,SUBCATEGORY,Week number,Month number,Week day,QUANTITY,BONUSES_SPENT,COST (without bonuses),BONUSES_RECIVE
2,2,12,4,Sat,67.0,321.43002,3742.61,93.57
2,2,12,4,Sun,62.0,189.62003,3984.72,99.62
2,2,13,4,Fri,60.0,217.93002,4562.73,114.07
2,2,13,4,Mon,44.0,389.38995,2639.67,65.99
2,2,13,4,Sat,77.0,333.75,4366.54,109.16
2,2,13,4,Sun,66.0,235.41002,3837.01,95.93
2,2,13,4,Thu,49.0,49.620018,3200.84,80.02
2,2,13,4,Tue,32.0,198.70001,2738.31,68.46
2,2,13,4,Wed,47.0,154.84003,3245.31,81.13
2,2,14,4,Fri,63.0,222.62003,3904.01,97.60
2,2,14,4,Mon,46.0,137.63,3267.0,81.68
2,2,14,4,Sat,72.0,166.29001,4408.47,110.21
2,2,14,4,Sun,46.0,387.64,3393.86,84.85
2,2,14,4,Thu,43.0,271.27002,3272.69,81.82
2,2,14,4,Tue,42.0,60.320015,2966.73,74.17
2,2,14,4,Wed,36.0,-49.88997,2284.6401,57.12
2,2,15,4,Fri,51.0,10.610016,3486.58,87.16
2,2,15,4,Mon,53.0,-123.74996,3244.47,81.11
2,2,15,4,Sat,79.0,472.74,4679.66,116.99
2,2,15,4,Sun,61.0,402.66,3985.56,99.64
2,2,15,4,Thu,39.0,377.31,2773.08,69.33
2,2,15,4,Tue,46.0,15.960007,3371.1,84.28
2,2,15,4,Wed,50.0,532.59,3598.8901,89.97
2,2,16,4,Fri,51.0,141.34001,3869.24,96.73
2,2,16,4,Mon,55.0,194.57,3353.4,83.83
2,2,16,4,Sat,64.0,263.67,4042.8801,101.07
2,2,16,4,Sun,58.0,372.1,4167.2,104.18
2,2,16,4,Thu,34.0,148.73001,3548.73,88.72
2,2,16,4,Tue,48.0,214.94,3196.83,79.92
2,2,16,4,Wed,36.0,55.07003,2882.03,72.05
2,65,12,4,Sat,12.0,73.55996,906.27997,22.66
2,65,12,4,Sun,20.0,54.95995,1307.24,32.68
2,65,13,4,Fri,20.0,16.199955,1388.32,34.71
2,65,13,4,Mon,7.0,-11.580017,463.08,11.58
2,65,13,4,Sat,13.0,-18.060036,1062.52,26.56
2,65,13,4,Sun,14.0,6.3999634,951.31995,23.78
2,65,13,4,Thu,8.0,-32.00002,454.08,11.35
2,65,13,4,Tue,11.0,56.739975,779.88,19.50
2,65,13,4,Wed,7.0,-19.060013,423.96,10.60
2,65,14,4,Fri,7.0,-43.68003,687.63995,17.19
2,65,14,4,Mon,12.0,0.89998245,533.27997,13.33
2,65,14,4,Sat,15.0,-17.600029,900.07996,22.50
2,65,14,4,Sun,6.0,75.79999,418.03998,10.45
2,65,14,4,Thu,7.0,13.579975,612.48,15.31
2,65,14,4,Tue,9.0,-63.640026,578.32,14.46
2,65,14,4,Wed,15.0,25.459976,775.83997,19.40
2,65,15,4,Fri,10.0,102.77997,977.39996,24.43
2,65,15,4,Mon,11.0,65.379974,792.92,19.82
2,65,15,4,Sat,7.0,12.419975,700.68,17.52
2,65,15,4,Sun,14.0,104.03996,932.36,23.31
2,65,15,4,Thu,4.0,17.179993,308.71997,7.72
2,65,15,4,Tue,18.0,-7.900032,983.31995,24.58
2,65,15,4,Wed,7.0,44.059982,576.44,14.41
2,65,16,4,Fri,11.0,32.37997,810.0,20.25
2,65,16,4,Mon,9.0,3.5199661,859.07996,21.48
2,65,16,4,Sat,12.0,-53.74004,996.36,24.91
2,65,16,4,Sun,10.0,-26.34002,533.27997,13.33
2,65,16,4,Thu,4.0,-23.10001,295.68,7.39
2,65,16,4,Tue,12.0,6.7599716,885.16,22.13
2,65,16,4,Wed,14.0,-0.520031,979.27997,24.48
3,3,12,4,Sat,3.0,56.30008,1554.0,38.85
3,3,13,4,Fri,1.0,12.830017,521.7,13.04
3,3,13,4,Sat,2.0,43.470062,1032.3,25.81
3,3,13,4,Thu,1.0,7.2800293,516.15,12.90
3,3,13,4,Tue,1.0,41.74002,521.7,13.04
3,3,13,4,Wed,1.0,12.830017,521.7,13.04
3,3,14,4,Fri,4.0,121.400116,2070.1501,51.75
3,3,14,4,Mon,1.0,41.74002,521.7,13.04
3,3,14,4,Sat,2.0,20.110046,1037.8501,25.95
3,3,14,4,Thu,2.0,54.570038,1043.4,26.09
3,3,14,4,Tue,2.0,20.110046,1037.8501,25.95
3,3,14,4,Wed,1.0,41.74002,521.7,13.04
3,3,15,4,Fri,1.0,41.74002,521.7,13.04
3,3,15,4,Mon,1.0,41.74002,521.7,13.04
3,3,15,4,Sat,2.0,49.02005,1037.8501,25.95
